what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.systemconsole.designs.plugin,13.0.0.156,"com.altera.systemconsole.designs.plugin",1691030298315
started,bundle,com.altera.utilities,13.0.0.156,"com.altera.utilities",1691030298315
os,sysinfo,,,"win32",1691030298316
arch,sysinfo,,,"x86",1691030298316
ws,sysinfo,,,"win32",1691030298316
locale,sysinfo,,,"en_NZ",1691030298316
processors,sysinfo,,,"24",1691030298316
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1691030298316
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1691030298316
java.specification.name,sysinfo,,,"Java Platform API Specification",1691030298316
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1691030298316
java.specification.version,sysinfo,,,"1.6",1691030298316
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1691030298316
java.version,sysinfo,,,"1.6.0_23",1691030298316
java.vm.info,sysinfo,,,"mixed mode",1691030298316
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1691030298316
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1691030298316
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1691030298316
java.vm.specification.version,sysinfo,,,"1.0",1691030298316
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1691030298316
java.vm.version,sysinfo,,,"19.0-b09",1691030298316
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1691030301275
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1691030301285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030307410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030337334
started,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1691030340535
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1691030340541
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1691030340639
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1691030340643
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1691030340644
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1691030340644
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1691030340699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030340775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030471791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030475820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030477735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030482548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030653766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030656899
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030691824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030694683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030707010
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1691030707034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030712505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030728748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030739867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030778281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030779665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030780913
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1691030780972
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1691030781193
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1691030781197
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1691030781235
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1691030781235
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1691030781235
stopped,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1691030781235
stopped,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1691030781235
stopped,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1691030781235
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1691030781235
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1691030781235
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1691030781235
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1691030781235
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1691030781236
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1691030781236
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1691030781236
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1691030781236
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1691030781236
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1691030781237
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1691030781237
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1691030781237
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1691030781237
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1691030781237
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1691030781238
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1691030781238
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1691030781238
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1691030781238
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1691030781239
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1691030781239
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1691030781239
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1691030781239
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1691030781239
stopped,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1691030781239
stopped,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1691030781239
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1691030781239
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1691030781239
stopped,bundle,com.altera.sbtgui.flash.plugin,13.0.0.156,"com.altera.sbtgui.flash.plugin",1691030781240
stopped,bundle,com.altera.sbtgui.gprof,13.0.0.156,"com.altera.sbtgui.gprof",1691030781240
stopped,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1691030781240
stopped,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1691030781240
stopped,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1691030781243
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1691030781243
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1691030781243
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1691030781243
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1691030781243
stopped,bundle,org.eclipse.rse.importexport,1.2.200.v201105021534,"org.eclipse.rse.importexport",1691030781243
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.200.v201101042155,"org.eclipse.rse.subsystems.shells.telnet",1691030781244
stopped,bundle,org.eclipse.rse.shells.ui,3.0.301.R33x_v201107181530,"org.eclipse.rse.shells.ui",1691030781244
stopped,bundle,org.eclipse.rse.files.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.files.ui",1691030781244
stopped,bundle,org.eclipse.rse.processes.ui,3.0.300.v201101042155,"org.eclipse.rse.processes.ui",1691030781244
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1691030781245
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1691030781245
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1691030781245
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1691030781245
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1691030781245
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1691030781245
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1691030781245
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1691030781246
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1691030781246
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1691030781246
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1691030781246
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1691030781246
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1691030781246
